EventIndex,caseID,event time:timestamp,event concept:name,eventID ,case Sub spend area text,case Item Category,case Name,case Goods Receipt,event org:resource
8354,4507032479 1,2018-05-29 23:31:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8356,4507032479 1,2018-05-29 23:31:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8348,4507032479 1,2018-05-29 23:31:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8339,4507032479 1,2018-05-29 23:31:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8355,4507032479 1,2018-05-29 23:31:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8337,4507032479 1,2018-05-29 23:31:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8338,4507032479 1,2018-05-29 23:31:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8323,4507032479 1,2018-05-29 23:31:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8324,4507032479 1,2018-05-29 23:31:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8325,4507032479 1,2018-05-29 23:31:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8326,4507032479 1,2018-05-29 23:31:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8327,4507032479 1,2018-05-29 23:31:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8328,4507032479 1,2018-05-29 23:31:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8322,4507032479 1,2018-05-29 23:31:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8330,4507032479 1,2018-05-29 23:31:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8331,4507032479 1,2018-05-29 23:31:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8332,4507032479 1,2018-05-29 23:31:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8333,4507032479 1,2018-05-29 23:31:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8334,4507032479 1,2018-05-29 23:31:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8335,4507032479 1,2018-05-29 23:31:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8336,4507032479 1,2018-05-29 23:31:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8329,4507032479 1,2018-05-29 23:31:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8362,4507032479 1,2018-05-29 23:32:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8360,4507032479 1,2018-05-29 23:32:00,Record Goods Receipt,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,batch_02
8361,4507032479 1,2018-05-29 23:32:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8358,4507032479 1,2018-05-29 23:32:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8357,4507032479 1,2018-05-29 23:32:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8359,4507032479 1,2018-05-29 23:32:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8376,4507032479 1,2018-05-29 23:35:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8384,4507032479 1,2018-05-29 23:35:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8383,4507032479 1,2018-05-29 23:35:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8382,4507032479 1,2018-05-29 23:35:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8381,4507032479 1,2018-05-29 23:35:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8380,4507032479 1,2018-05-29 23:35:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8379,4507032479 1,2018-05-29 23:35:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8385,4507032479 1,2018-05-29 23:35:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8378,4507032479 1,2018-05-29 23:35:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8377,4507032479 1,2018-05-29 23:35:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8375,4507032479 1,2018-05-29 23:35:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8369,4507032479 1,2018-05-29 23:35:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8373,4507032479 1,2018-05-29 23:35:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8372,4507032479 1,2018-05-29 23:35:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8371,4507032479 1,2018-05-29 23:35:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8370,4507032479 1,2018-05-29 23:35:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8368,4507032479 1,2018-05-29 23:35:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8367,4507032479 1,2018-05-29 23:35:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8366,4507032479 1,2018-05-29 23:35:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8365,4507032479 1,2018-05-29 23:35:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8364,4507032479 1,2018-05-29 23:35:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8363,4507032479 1,2018-05-29 23:35:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8374,4507032479 1,2018-05-29 23:35:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8402,4507032479 1,2018-05-29 23:36:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8403,4507032479 1,2018-05-29 23:36:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8404,4507032479 1,2018-05-29 23:36:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8405,4507032479 1,2018-05-29 23:36:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8407,4507032479 1,2018-05-29 23:36:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8413,4507032479 1,2018-05-29 23:36:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8409,4507032479 1,2018-05-29 23:36:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8410,4507032479 1,2018-05-29 23:36:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8411,4507032479 1,2018-05-29 23:36:00,Record Goods Receipt,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,batch_02
8412,4507032479 1,2018-05-29 23:36:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8401,4507032479 1,2018-05-29 23:36:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8408,4507032479 1,2018-05-29 23:36:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8400,4507032479 1,2018-05-29 23:36:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8406,4507032479 1,2018-05-29 23:36:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8398,4507032479 1,2018-05-29 23:36:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8399,4507032479 1,2018-05-29 23:36:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8387,4507032479 1,2018-05-29 23:36:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8388,4507032479 1,2018-05-29 23:36:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8389,4507032479 1,2018-05-29 23:36:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8390,4507032479 1,2018-05-29 23:36:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8391,4507032479 1,2018-05-29 23:36:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8386,4507032479 1,2018-05-29 23:36:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8393,4507032479 1,2018-05-29 23:36:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8394,4507032479 1,2018-05-29 23:36:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8395,4507032479 1,2018-05-29 23:36:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8396,4507032479 1,2018-05-29 23:36:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8397,4507032479 1,2018-05-29 23:36:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8392,4507032479 1,2018-05-29 23:36:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8442,4507032479 1,2018-05-29 23:41:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8431,4507032479 1,2018-05-29 23:41:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8432,4507032479 1,2018-05-29 23:41:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8433,4507032479 1,2018-05-29 23:41:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8434,4507032479 1,2018-05-29 23:41:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8435,4507032479 1,2018-05-29 23:41:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8438,4507032479 1,2018-05-29 23:41:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8437,4507032479 1,2018-05-29 23:41:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8439,4507032479 1,2018-05-29 23:41:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8440,4507032479 1,2018-05-29 23:41:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8441,4507032479 1,2018-05-29 23:41:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8430,4507032479 1,2018-05-29 23:41:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8436,4507032479 1,2018-05-29 23:41:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8429,4507032479 1,2018-05-29 23:41:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8425,4507032479 1,2018-05-29 23:41:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8427,4507032479 1,2018-05-29 23:41:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8414,4507032479 1,2018-05-29 23:41:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8428,4507032479 1,2018-05-29 23:41:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8416,4507032479 1,2018-05-29 23:41:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8417,4507032479 1,2018-05-29 23:41:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8418,4507032479 1,2018-05-29 23:41:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8419,4507032479 1,2018-05-29 23:41:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8415,4507032479 1,2018-05-29 23:41:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8421,4507032479 1,2018-05-29 23:41:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8422,4507032479 1,2018-05-29 23:41:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8423,4507032479 1,2018-05-29 23:41:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8424,4507032479 1,2018-05-29 23:41:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8426,4507032479 1,2018-05-29 23:41:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8420,4507032479 1,2018-05-29 23:41:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8461,4507032479 1,2018-05-29 23:42:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8460,4507032479 1,2018-05-29 23:42:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8459,4507032479 1,2018-05-29 23:42:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8458,4507032479 1,2018-05-29 23:42:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8457,4507032479 1,2018-05-29 23:42:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8456,4507032479 1,2018-05-29 23:42:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8455,4507032479 1,2018-05-29 23:42:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8454,4507032479 1,2018-05-29 23:42:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8453,4507032479 1,2018-05-29 23:42:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8450,4507032479 1,2018-05-29 23:42:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8451,4507032479 1,2018-05-29 23:42:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8449,4507032479 1,2018-05-29 23:42:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8448,4507032479 1,2018-05-29 23:42:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8447,4507032479 1,2018-05-29 23:42:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8446,4507032479 1,2018-05-29 23:42:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8445,4507032479 1,2018-05-29 23:42:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8444,4507032479 1,2018-05-29 23:42:00,Record Goods Receipt,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,batch_02
8443,4507032479 1,2018-05-29 23:42:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8452,4507032479 1,2018-05-29 23:42:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8475,4507032479 1,2018-05-29 23:49:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8476,4507032479 1,2018-05-29 23:49:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8478,4507032479 1,2018-05-29 23:49:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8482,4507032479 1,2018-05-29 23:49:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8480,4507032479 1,2018-05-29 23:49:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8481,4507032479 1,2018-05-29 23:49:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8474,4507032479 1,2018-05-29 23:49:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8483,4507032479 1,2018-05-29 23:49:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8479,4507032479 1,2018-05-29 23:49:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8473,4507032479 1,2018-05-29 23:49:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8477,4507032479 1,2018-05-29 23:49:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8471,4507032479 1,2018-05-29 23:49:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8472,4507032479 1,2018-05-29 23:49:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8462,4507032479 1,2018-05-29 23:49:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8464,4507032479 1,2018-05-29 23:49:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8465,4507032479 1,2018-05-29 23:49:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8463,4507032479 1,2018-05-29 23:49:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8467,4507032479 1,2018-05-29 23:49:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8468,4507032479 1,2018-05-29 23:49:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8469,4507032479 1,2018-05-29 23:49:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8470,4507032479 1,2018-05-29 23:49:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8466,4507032479 1,2018-05-29 23:49:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8492,4507032479 1,2018-05-29 23:50:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8496,4507032479 1,2018-05-29 23:50:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8495,4507032479 1,2018-05-29 23:50:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8494,4507032479 1,2018-05-29 23:50:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8493,4507032479 1,2018-05-29 23:50:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8491,4507032479 1,2018-05-29 23:50:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8487,4507032479 1,2018-05-29 23:50:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8489,4507032479 1,2018-05-29 23:50:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8488,4507032479 1,2018-05-29 23:50:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8486,4507032479 1,2018-05-29 23:50:00,Record Goods Receipt,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,batch_02
8485,4507032479 1,2018-05-29 23:50:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8484,4507032479 1,2018-05-29 23:50:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
8490,4507032479 1,2018-05-29 23:50:00,Record Service Entry Sheet,475000000000000.0,Road Packed,"3-way match, invoice after GR",vendor_0229,True,NONE
